,D_eff_n_c,data_fname,D_eff,p0,v0,replicate,f,t0,tmax,dt,n_t,a,k,J,L
474,7,p03.82_v02.60e-02_rep1.npy,0.05701967685885687,3.82,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
475,19,p03.82_v02.60e-02_rep1.npy,0.05392131544429172,3.82,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
476,37,p03.82_v02.60e-02_rep1.npy,0.07671359375383731,3.82,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
477,7,p03.82_v03.00e-02_rep1.npy,0.07246950599882337,3.82,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
478,19,p03.82_v03.00e-02_rep1.npy,0.06749320692486234,3.82,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
479,37,p03.82_v03.00e-02_rep1.npy,0.06709147824181451,3.82,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
480,7,p03.86_v01.00e-02_rep1.npy,0.19055843353271493,3.86,0.01,1,200,0,4,0.025,32001,0.4,2,0.0,10
481,19,p03.86_v01.00e-02_rep1.npy,0.18979854881763464,3.86,0.01,1,200,0,4,0.025,32001,0.4,2,0.0,10
482,37,p03.86_v01.00e-02_rep1.npy,0.17289976775646215,3.86,0.01,1,200,0,4,0.025,32001,0.4,2,0.0,10
483,7,p03.86_v06.00e-03_rep1.npy,0.2433793412314521,3.86,0.006,1,200,0,4,0.025,32001,0.4,2,0.0,10
484,19,p03.86_v06.00e-03_rep1.npy,0.2028024651938015,3.86,0.006,1,200,0,4,0.025,32001,0.4,2,0.0,10
485,37,p03.86_v06.00e-03_rep1.npy,0.29072529739803743,3.86,0.006,1,200,0,4,0.025,32001,0.4,2,0.0,10
486,7,p03.86_v02.00e-03_rep1.npy,1.065261196345091,3.86,0.002,1,200,0,4,0.025,32001,0.4,2,0.0,10
487,19,p03.86_v02.00e-03_rep1.npy,1.1829342693090439,3.86,0.002,1,200,0,4,0.025,32001,0.4,2,0.0,10
488,37,p03.86_v02.00e-03_rep1.npy,0.9339462965726854,3.86,0.002,1,200,0,4,0.025,32001,0.4,2,0.0,10
489,7,p03.86_v01.40e-02_rep1.npy,0.10739690339078713,3.86,0.014,1,200,0,4,0.025,32001,0.4,2,0.0,10
490,19,p03.86_v01.40e-02_rep1.npy,0.14324597254091387,3.86,0.014,1,200,0,4,0.025,32001,0.4,2,0.0,10
491,37,p03.86_v01.40e-02_rep1.npy,0.15109181404113775,3.86,0.014,1,200,0,4,0.025,32001,0.4,2,0.0,10
492,7,p03.86_v02.60e-02_rep1.npy,0.11270211116802065,3.86,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
493,19,p03.86_v02.60e-02_rep1.npy,0.09241653440972056,3.86,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
494,37,p03.86_v02.60e-02_rep1.npy,0.0957417064869898,3.86,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
495,7,p03.86_v02.20e-02_rep1.npy,0.10865888566025034,3.86,0.022,1,200,0,4,0.025,32001,0.4,2,0.0,10
496,19,p03.86_v02.20e-02_rep1.npy,0.09493280417663008,3.86,0.022,1,200,0,4,0.025,32001,0.4,2,0.0,10
497,37,p03.86_v02.20e-02_rep1.npy,0.0980365374856744,3.86,0.022,1,200,0,4,0.025,32001,0.4,2,0.0,10
498,7,p03.86_v01.80e-02_rep1.npy,0.10592192411422736,3.86,0.018,1,200,0,4,0.025,32001,0.4,2,0.0,10
499,19,p03.86_v01.80e-02_rep1.npy,0.11305661849033692,3.86,0.018,1,200,0,4,0.025,32001,0.4,2,0.0,10
500,37,p03.86_v01.80e-02_rep1.npy,0.10005296380431568,3.86,0.018,1,200,0,4,0.025,32001,0.4,2,0.0,10
501,7,p03.86_v03.00e-02_rep1.npy,0.10839121871524388,3.86,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
502,19,p03.86_v03.00e-02_rep1.npy,0.09226924180984497,3.86,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
503,37,p03.86_v03.00e-02_rep1.npy,0.07438333829243979,3.86,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
504,7,p03.90_v06.00e-03_rep1.npy,0.1826832277907266,3.9,0.006,1,200,0,4,0.025,32001,0.4,2,0.0,10
505,19,p03.90_v06.00e-03_rep1.npy,0.20536507169405624,3.9,0.006,1,200,0,4,0.025,32001,0.4,2,0.0,10
506,37,p03.90_v06.00e-03_rep1.npy,0.2416771526137988,3.9,0.006,1,200,0,4,0.025,32001,0.4,2,0.0,10
507,7,p03.90_v01.00e-02_rep1.npy,0.2516795694828034,3.9,0.01,1,200,0,4,0.025,32001,0.4,2,0.0,10
508,19,p03.90_v01.00e-02_rep1.npy,0.29523760080337536,3.9,0.01,1,200,0,4,0.025,32001,0.4,2,0.0,10
509,37,p03.90_v01.00e-02_rep1.npy,0.2697486281394959,3.9,0.01,1,200,0,4,0.025,32001,0.4,2,0.0,10
510,7,p03.90_v01.40e-02_rep1.npy,0.2572018577128042,3.9,0.014,1,200,0,4,0.025,32001,0.4,2,0.0,10
511,19,p03.90_v01.40e-02_rep1.npy,0.18956851290196794,3.9,0.014,1,200,0,4,0.025,32001,0.4,2,0.0,10
512,37,p03.90_v01.40e-02_rep1.npy,0.18880187856907754,3.9,0.014,1,200,0,4,0.025,32001,0.4,2,0.0,10
513,7,p03.90_v02.00e-03_rep1.npy,0.4097344819456339,3.9,0.002,1,200,0,4,0.025,32001,0.4,2,0.0,10
514,19,p03.90_v02.00e-03_rep1.npy,0.4007885232567787,3.9,0.002,1,200,0,4,0.025,32001,0.4,2,0.0,10
515,37,p03.90_v02.00e-03_rep1.npy,0.6425775587558747,3.9,0.002,1,200,0,4,0.025,32001,0.4,2,0.0,10
516,7,p03.90_v01.80e-02_rep1.npy,0.2028812780792332,3.9,0.018,1,200,0,4,0.025,32001,0.4,2,0.0,10
517,19,p03.90_v01.80e-02_rep1.npy,0.16794239665255142,3.9,0.018,1,200,0,4,0.025,32001,0.4,2,0.0,10
518,37,p03.90_v01.80e-02_rep1.npy,0.1582310523515867,3.9,0.018,1,200,0,4,0.025,32001,0.4,2,0.0,10
519,7,p03.90_v02.60e-02_rep1.npy,0.11464859077916348,3.9,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
520,19,p03.90_v02.60e-02_rep1.npy,0.1199427000164281,3.9,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
521,37,p03.90_v02.60e-02_rep1.npy,0.10264465618415702,3.9,0.026,1,200,0,4,0.025,32001,0.4,2,0.0,10
522,7,p03.90_v02.20e-02_rep1.npy,0.153690835168539,3.9,0.022,1,200,0,4,0.025,32001,0.4,2,0.0,10
523,19,p03.90_v02.20e-02_rep1.npy,0.12841530082639585,3.9,0.022,1,200,0,4,0.025,32001,0.4,2,0.0,10
524,37,p03.90_v02.20e-02_rep1.npy,0.12965342722648435,3.9,0.022,1,200,0,4,0.025,32001,0.4,2,0.0,10
525,7,p03.90_v03.00e-02_rep1.npy,0.109085222085317,3.9,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
526,19,p03.90_v03.00e-02_rep1.npy,0.10735216405656604,3.9,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
527,37,p03.90_v03.00e-02_rep1.npy,0.10519881380928887,3.9,0.03,1,200,0,4,0.025,32001,0.4,2,0.0,10
528,7,p03.50_v02.00e-03_rep2.npy,0.030259389313869182,3.5,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
529,19,p03.50_v02.00e-03_rep2.npy,0.02220883761765436,3.5,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
530,37,p03.50_v02.00e-03_rep2.npy,0.01983612164622173,3.5,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
531,7,p03.50_v06.00e-03_rep2.npy,0.028906149479250118,3.5,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
532,19,p03.50_v06.00e-03_rep2.npy,0.02131979886649384,3.5,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
533,37,p03.50_v06.00e-03_rep2.npy,0.01899839715204305,3.5,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
534,7,p03.50_v01.00e-02_rep2.npy,0.0267597045749426,3.5,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
535,19,p03.50_v01.00e-02_rep2.npy,0.01975197158753873,3.5,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
536,37,p03.50_v01.00e-02_rep2.npy,0.01751501299440861,3.5,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
537,7,p03.50_v01.40e-02_rep2.npy,0.024979162429060262,3.5,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
538,19,p03.50_v01.40e-02_rep2.npy,0.01881849590917024,3.5,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
539,37,p03.50_v01.40e-02_rep2.npy,0.016749260604989782,3.5,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
540,7,p03.50_v01.80e-02_rep2.npy,0.0226706013451388,3.5,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
541,19,p03.50_v01.80e-02_rep2.npy,0.017597005461101187,3.5,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
542,37,p03.50_v01.80e-02_rep2.npy,0.015563259108199022,3.5,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
543,7,p03.50_v02.20e-02_rep2.npy,0.01994560911389422,3.5,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
544,19,p03.50_v02.20e-02_rep2.npy,0.015984303202510868,3.5,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
545,37,p03.50_v02.20e-02_rep2.npy,0.01502396030859514,3.5,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
546,7,p03.50_v02.60e-02_rep2.npy,0.043015190835535184,3.5,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
547,19,p03.50_v02.60e-02_rep2.npy,0.03857937084852593,3.5,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
548,37,p03.50_v02.60e-02_rep2.npy,0.031974680236810785,3.5,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
549,7,p03.50_v03.00e-02_rep2.npy,0.07039143641789754,3.5,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
550,19,p03.50_v03.00e-02_rep2.npy,0.0473924544122484,3.5,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
551,37,p03.50_v03.00e-02_rep2.npy,0.035420255528555974,3.5,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
552,7,p03.54_v02.00e-03_rep2.npy,0.012343699927441776,3.54,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
553,19,p03.54_v02.00e-03_rep2.npy,0.011753468425013128,3.54,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
554,37,p03.54_v02.00e-03_rep2.npy,0.009430945647181943,3.54,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
555,7,p03.54_v01.00e-02_rep2.npy,0.00975417904555798,3.54,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
556,19,p03.54_v01.00e-02_rep2.npy,0.008834902197122577,3.54,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
557,37,p03.54_v01.00e-02_rep2.npy,0.0070824548602104204,3.54,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
558,7,p03.54_v02.20e-02_rep2.npy,0.004973678180008882,3.54,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
559,19,p03.54_v02.20e-02_rep2.npy,0.005201549338530904,3.54,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
560,37,p03.54_v02.20e-02_rep2.npy,0.0049524574948490154,3.54,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
561,7,p03.54_v06.00e-03_rep2.npy,0.011226219228572318,3.54,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
562,19,p03.54_v06.00e-03_rep2.npy,0.010500198954509366,3.54,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
563,37,p03.54_v06.00e-03_rep2.npy,0.008218461233708596,3.54,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
564,7,p03.54_v01.40e-02_rep2.npy,0.008624272268949726,3.54,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
565,19,p03.54_v01.40e-02_rep2.npy,0.007717307580977072,3.54,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
566,37,p03.54_v01.40e-02_rep2.npy,0.006026799828574368,3.54,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
567,7,p03.54_v01.80e-02_rep2.npy,0.007322158112570095,3.54,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
568,19,p03.54_v01.80e-02_rep2.npy,0.006705649588027122,3.54,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
569,37,p03.54_v01.80e-02_rep2.npy,0.005267815733397451,3.54,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
570,7,p03.54_v02.60e-02_rep2.npy,0.01843473240292285,3.54,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
571,19,p03.54_v02.60e-02_rep2.npy,0.016959262846489638,3.54,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
572,37,p03.54_v02.60e-02_rep2.npy,0.013709223702461769,3.54,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
573,7,p03.54_v03.00e-02_rep2.npy,0.03106410304705302,3.54,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
574,19,p03.54_v03.00e-02_rep2.npy,0.019401924477683172,3.54,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
575,37,p03.54_v03.00e-02_rep2.npy,0.016763930519421898,3.54,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
576,7,p03.58_v02.00e-03_rep2.npy,0.012206357496324928,3.58,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
577,19,p03.58_v02.00e-03_rep2.npy,0.009259865328203887,3.58,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
578,37,p03.58_v02.00e-03_rep2.npy,0.008929718023864552,3.58,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
579,7,p03.58_v06.00e-03_rep2.npy,0.010488259916504223,3.58,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
580,19,p03.58_v06.00e-03_rep2.npy,0.007582448112467927,3.58,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
581,37,p03.58_v06.00e-03_rep2.npy,0.0069465546403080225,3.58,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
582,7,p03.58_v01.80e-02_rep2.npy,0.007631990161758884,3.58,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
583,19,p03.58_v01.80e-02_rep2.npy,0.0057305381805808474,3.58,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
584,37,p03.58_v01.80e-02_rep2.npy,0.005520499069933541,3.58,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
585,7,p03.58_v01.00e-02_rep2.npy,0.00889678578823805,3.58,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
586,19,p03.58_v01.00e-02_rep2.npy,0.00618403032422066,3.58,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
587,37,p03.58_v01.00e-02_rep2.npy,0.006205766461789611,3.58,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
588,7,p03.58_v02.20e-02_rep2.npy,0.012046121799748791,3.58,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
589,19,p03.58_v02.20e-02_rep2.npy,0.012879806362892971,3.58,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
590,37,p03.58_v02.20e-02_rep2.npy,0.011783604286918957,3.58,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
591,7,p03.58_v01.40e-02_rep2.npy,0.006830449006995379,3.58,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
592,19,p03.58_v01.40e-02_rep2.npy,0.0051999916037430574,3.58,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
593,37,p03.58_v01.40e-02_rep2.npy,0.00552226960354922,3.58,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
594,7,p03.58_v02.60e-02_rep2.npy,0.01675729700446835,3.58,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
595,19,p03.58_v02.60e-02_rep2.npy,0.017774004775744225,3.58,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
596,37,p03.58_v02.60e-02_rep2.npy,0.015953741967678074,3.58,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
597,7,p03.58_v03.00e-02_rep2.npy,0.049750566482543945,3.58,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
598,19,p03.58_v03.00e-02_rep2.npy,0.04184616605440776,3.58,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
599,37,p03.58_v03.00e-02_rep2.npy,0.03930296500523885,3.58,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
600,7,p03.62_v02.00e-03_rep2.npy,0.016123031673487283,3.62,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
601,19,p03.62_v02.00e-03_rep2.npy,0.02499768452253193,3.62,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
602,37,p03.62_v02.00e-03_rep2.npy,0.04794049018528312,3.62,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
603,7,p03.62_v01.80e-02_rep2.npy,0.012023399733466871,3.62,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
604,19,p03.62_v01.80e-02_rep2.npy,0.020078447773868663,3.62,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
605,37,p03.62_v01.80e-02_rep2.npy,0.03428210124925333,3.62,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
606,7,p03.62_v01.00e-02_rep2.npy,0.013340653851628307,3.62,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
607,19,p03.62_v01.00e-02_rep2.npy,0.017962770536541946,3.62,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
608,37,p03.62_v01.00e-02_rep2.npy,0.03048446774482728,3.62,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
609,7,p03.62_v06.00e-03_rep2.npy,0.012074109529041584,3.62,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
610,19,p03.62_v06.00e-03_rep2.npy,0.018923694733530286,3.62,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
611,37,p03.62_v06.00e-03_rep2.npy,0.0344955362379551,3.62,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
612,7,p03.62_v01.40e-02_rep2.npy,0.016770652514331203,3.62,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
613,19,p03.62_v01.40e-02_rep2.npy,0.01977566173490214,3.62,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
614,37,p03.62_v01.40e-02_rep2.npy,0.03099399143639877,3.62,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
615,7,p03.62_v02.20e-02_rep2.npy,0.037566766389145335,3.62,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
616,19,p03.62_v02.20e-02_rep2.npy,0.04302758939010053,3.62,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
617,37,p03.62_v02.20e-02_rep2.npy,0.05062097791305259,3.62,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
618,7,p03.62_v02.60e-02_rep2.npy,0.06530524710931725,3.62,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
619,19,p03.62_v02.60e-02_rep2.npy,0.06475126337722918,3.62,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
620,37,p03.62_v02.60e-02_rep2.npy,0.07672837147345914,3.62,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
621,7,p03.62_v03.00e-02_rep2.npy,0.041219075520833336,3.62,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
622,19,p03.62_v03.00e-02_rep2.npy,0.05110347933239407,3.62,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
623,37,p03.62_v03.00e-02_rep2.npy,0.05007340510686239,3.62,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
624,7,p03.66_v02.00e-03_rep2.npy,0.02667386725079269,3.66,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
625,19,p03.66_v02.00e-03_rep2.npy,0.0319525832310319,3.66,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
626,37,p03.66_v02.00e-03_rep2.npy,0.03425067116040737,3.66,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
627,7,p03.66_v06.00e-03_rep2.npy,0.012860839099933706,3.66,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
628,19,p03.66_v06.00e-03_rep2.npy,0.01343243703660038,3.66,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
629,37,p03.66_v06.00e-03_rep2.npy,0.010967517219897777,3.66,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
630,7,p03.66_v01.00e-02_rep2.npy,0.006380041595548394,3.66,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
631,19,p03.66_v01.00e-02_rep2.npy,0.008782746270298961,3.66,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
